shop_name,business_type,owner_name,phone,email,address,city,business_hours,url,domain,site_type,score,grade,reasons
宿まり,不明,,09338839867,,リア 新宿駅 東京都 駅近 関東 駅近 新宿区 東京都 関東 関連するテーマ 新宿区 ホテル シングルルーム 新宿区 ホテル ビジネスホテル 新宿区 ホテル ひとり旅 新宿区 ホテル 出張 新宿区 ホ,新宿区,,https://yadomari.com/hotel/2260,yadomari.com,wordpress,50,B,wordpress; no_access
サイタコーチングスクール「受験生サポートコーチ養成講座」のご案内,不明,,0003510507,info@saita-coordination.com,東京都新宿区市谷砂土原町３丁目４−１ いづみハイツ市ヶ谷 617 Web： https://sait,新宿区,,https://saitacoachingschool.hp.peraichi.com/jukensei.oneday/,saitacoachingschool.hp.peraichi.com,peraichi,50,B,peraichi; no_access
VIDAROMA新宿。アロマ、完全個室、リラクゼーション,エステ,セラピスト,050-6882-5435,vidaromashinjuku@yahoo.co.jp,5/?hold=3 ご新規様割引 実施中！​ アロマオイルトリートメント 90分13000円→110,渋谷区,,https://vidaromashinjuku.wixsite.com/mysite,vidaromashinjuku.wixsite.com,wix,40,B,wix
東京カウンセリングスペースHiRaKu,不明,誰にでも,070-4130-4117,info@suzuki-akiko.com,-4117 （営業の電話はご遠慮ください） info@suzuki-akiko.com ★ 新規申込,新宿区,,https://suzuki-akiko.com/サービス・メニュー/個人/,suzuki-akiko.com,wordpress,40,B,wordpress
東京でカウンセリング・心理検査を受けるなら｜新宿御苑前カウンセリングセンター,不明,,0589478359,,,,,https://counseling-sinjyuku.jp/,counseling-sinjyuku.jp,wordpress,40,B,wordpress
ns-counseling,不明,,03-4400-4876,,（受付時間：開室日の10時～21時） までお願いします ② 一両日中に、確認・予約確定のメールが届き,新宿区,,https://ns-counseling.com/,ns-counseling.com,fc2,40,B,fc2
心療内科・精神科【今日行ける】ゆうメンタルクリニック 各駅0分,不明,,0366638813,splide@4.1.4,秋葉原院 秋葉原駅 徒歩0分 秋葉原院 診察申込 東京都千代田区神田佐久間町1-13 チョムチョム秋,千代田区,,https://yuik.net/counseling,yuik.net,peraichi,40,B,peraichi
shobiz,不明,スコレープラス代表,080-0000-0000,nakata@schole-plus.com,築。全国TOP10 セールスに。29歳で新宿区の営業所長に抜擢 39歳からは人事教育部にて12年人事教育部門、 ・研修の企画・制作・実施 ・人事制度設計・導入 次世代リーター育成・ダイバーシティプログ,新宿区,,https://shobiz.hp.peraichi.com/mokumoku/,shobiz.hp.peraichi.com,peraichi,40,B,peraichi
市ヶ谷カウンセリングセンター | 東京・新宿のカウンセリング事務所,不明,,03-6280-8216,hicc@%73%68into%6bu%6b%61%69%2e%6f%72g,hicc@shintokukai.org ホーム ケーススタディー コロナ不安によるメンタル不調 自,新宿区,,https://icc.himorogi.org/information/,icc.himorogi.org,wordpress,40,B,wordpress
shirokuma-co,不明,,02304271340,,東京都渋谷区代々木2-11-5 アクティブ新宿 501号室・502号室・602号室 (JR 新宿駅よ,渋谷区,,https://shirokuma-co.com/,shirokuma-co.com,wordpress,40,B,wordpress
heartlife-counseling,ヨガ,東京都立大学大学院理 学研究科修了,0570-1-990,,eart Life こころの悩み相談所 東京都の心理カウンセリングルーム／自己肯定感専門カウンセラー在籍／HSP・愛着障害専門カウンセラー複数在籍／ 公認心理師・臨床心理士による心理カウンセリング／メ,新宿区,,https://heartlife-counseling.com/shinjuku/counselor/,heartlife-counseling.com,wordpress,40,B,wordpress
selfeel,整体,セラピストのプライベ ートも少しだけアップ,03-3365-2880,2025_6scr__300x300_red@2x-150x150.png,サイト 追記 : 2024-03-19 東京都は、3月11日（月）より、「暮らしを応援！ＴＯＫＹＯ元気キャンペーン」を実施していますが、ポイント還元額が予算額に達する見込みのため、3月23日（土）23,新宿区,,https://selfeel.net/,selfeel.net,wordpress,40,B,wordpress
20150201-0403,不明,,03-6277-6944,info@therapytokyo.com,達障害とPTSD/トラウマ研究室 東京都港区赤坂3-11-14-1006 ✉ info@therapytokyo.com ☎ 03-6277 -6944 東京メトロ 銀座線・丸ノ内線「赤坂見附」駅から,港区,,https://www.therapytokyo.com,www.therapytokyo.com,wix,40,B,wix
onlineschool,ヨガ,労働集約型ビジネスの 定番と言われる学習塾,080-0000-0000,sakura@ktojapan.com,450（平日10時〜18時） メール：sakura@ktojapan.com フォームから送信された,新宿区,,https://onlineschool.hp.peraichi.com/,onlineschool.hp.peraichi.com,peraichi,40,B,peraichi
癒し〜ぷ｜新宿・大久保のドライヘッドスパサロン癒しーぷいやしーぷ,エステ,癒し,080-0000-0000,xxxx@example.com,講いたします！ 定員：4名 場所：東京都新宿区 癒し〜ぷトレーニングルーム メリット ここをクリックして表示したいテキストを入力してください。 ここをクリックして表示したいテキストを入力してください。,新宿区,,https://iyasheepschool.hp.peraichi.com/,iyasheepschool.hp.peraichi.com,peraichi,40,B,peraichi
リラクゼーションサロンcahAya,マッサージ,,080-4953-7628,cahaya.relaxationsalon@gmail.com,-7628 mail cahaya.relaxationsalon@gmail.com Page T,新宿区,,https://cahaya-relaxationsalon.amebaownd.com/,cahaya-relaxationsalon.amebaownd.com,ameblo,40,B,ameblo
新宿四谷心理カウンセリングルーム,鍼灸,,080-9553-8244,,-8244 Reserve 悩みは、 一緒に持てば軽くなる どんな人も、生きているとさまざまな悩みを,新宿区,,https://yotsuya-sc-room.com/,yotsuya-sc-room.com,wordpress,40,B,wordpress
fr8i2,ヨガ,,070-9130-7805,salon.mellow.tokyo@gmail.com,-7805 営業時間:11:00〜21:00 WEB予約 コンセプト メニュー 施術の流れ 初めての,新宿区,11:00〜21:00,https://fr8i2.hp.peraichi.com/,fr8i2.hp.peraichi.com,peraichi,40,B,peraichi
ことのはカウンセリング＆サポート,不明,,02401281202,,かります。 アクセス ＜所在地＞ 東京都新宿区四谷2-8コーポクローバ駒井704号室 ＜交通＞ JR中央・総武線「四ツ谷」駅徒歩5分 東京メトロ丸の内線「四ツ谷」駅徒歩5分 東京メトロ丸の内線「四谷三,新宿区,,https://kotonoha-cs.com/,kotonoha-cs.com,wordpress,40,B,wordpress
聴き方Labo 1期,不明,株式会社,09064448041,amenochihare.o.v@gmail.com,って内容を組み替えます 場所： ・対面 神奈川県厚木市 カウンセリングルームあめのちはれ （人数によっては隣接の貸会議室で実施する場合もあり） ・オンライン zoom 受講料 10月末日まで 早割価格,杉並区,,https://kikikatalabo.hp.peraichi.com/,kikikatalabo.hp.peraichi.com,peraichi,40,B,peraichi
神楽坂 SYUCA,不明,,+1-090-3983-0712,kagurazakasyuca@gmail.com,ore 神楽坂 syuca (シュカ） 新宿区矢来町４１ ラヴィ神楽坂３０２ Phone Mail ★当サロンの建物にはエレベーターがございません。 大変恐縮ではございますが３階までは階段をご利用くだ,新宿区,,https://www.kagurazakasyuca.com/,www.kagurazakasyuca.com,wix,40,B,wix
