shop_name,business_type,owner_name,phone,email,address,city,business_hours,url,domain,site_type,score,grade,reasons
天然温泉 満天の湯｜横浜市保土ケ谷区｜相鉄線上星川駅前のお手軽で高品質なスーパー銭湯,エステ,,0453704126,,フェイスブック Youtube インスタグラム ツイッター LINE 満天の湯 トップページ 満天の,神奈川県,11:00〜24:00,https://mantennoyu.com/relaxation/,mantennoyu.com,wordpress,50,B,wordpress; no_profile
My Site 2,スピリチュアル,痛みとの対話では,0707-4538-8763,intl-segmenter@11.7.10,ugh the menu items. 神奈川県川崎市の ヒプノセラピー・カウンセリング ​ 対面またはzoom セラピールーム「空」 ひとりで悩んでいませんか？ アプローチ法 サービス インナーチャ,神奈川県,,https://www.therapyroom-coo369.com/,www.therapyroom-coo369.com,wix,50,B,wix; no_access
mirai-kaitaku,不明,,080-9159-0724,,神奈川県横浜市港南区港南台2-2-8-603 © 未来開拓キャリアコーチ 服部真由美,神奈川県,,https://mirai-kaitaku.com/,mirai-kaitaku.com,wordpress,50,B,wordpress; no_access
えりあし,整骨,,0968-79-7223,,・営業時間 7：00～18：00 ・URL https://oosumikenki.com/ ・提供,中野区,,https://bamburibeachhotel.net/,bamburibeachhotel.net,wordpress,50,B,wordpress; no_booking
個人的横浜,不明,,01656786338,,神奈川県横浜市中区元町1（ →Googleマップ ） ■アクセス ・みなとみらい線 元町・中華街駅（,北区,,https://1201.yokohama/public-toilet-190408/,1201.yokohama,wordpress,50,B,wordpress; no_booking
横浜市・心理カウンセリングを受けられる病院-病院・クリニック,鍼灸,病院なび,045-325-1515,jquery-ui@1.14.1,ホームページへ 診療時間 月 火 水 木 金 土 日 祝 9:00～12:30 ● ● ● ● ●,北区,,https://byoinnavi.jp/kanagawa/yokohamashi/q01,byoinnavi.jp,wordpress,50,B,wordpress; no_pricing
333-8000,整体,院長 西村,00-8487-6366,intl-segmenter@11.7.10,,横浜市,10:00- 21:00,https://athome-coron.wixsite.com/333-8000,athome-coron.wixsite.com,wix,50,B,wix; no_profile
わかばのマルシェ２０２６春,不明,代表,042-350-7756,wakamaru119@gmail.com,hin line(川崎市宮前区、相模原市中央区) （9/27）シーグラスやシー陶器のアクセサリー、小さな本作りのワークショップ/海に流れ着いた陶器等のアクセサリー販売＆ワークショップ MASTER’s,中央区,,https://wakamaru.hp.peraichi.com/,wakamaru.hp.peraichi.com,peraichi,50,B,peraichi; no_booking
メンズエステ体験談ブログ 色街diary,ヨガ,熱心なファンも増えて 只今人気急上昇中の注,080-3768-9215,せりな@E.S_DOLL,"3) September 8, 2018 彼女の部屋に遊びに来たようなドキドキ感が楽しめる恵比寿『A",足立区,,https://iromachi.jp/archives/bijin-gaho-06.html,iromachi.jp,lit.link,50,B,lit.link; no_access
Esthetics911｜横浜市桜木町駅徒歩3分のエステサロン｜TOP｜,エステ,当サロンではワンオー ナーで施術しておりま,231-0064,xxxx@example.com,Esthetics911｜横浜市桜木町駅徒歩3分のエステサロン｜TOP｜ TEL:近日公開 TEL受付時間：9:00~21:00 公式Instagram 公式LINE Esthetics,渋谷区,9:00~21:00,https://esthetics911.hp.peraichi.com/,esthetics911.hp.peraichi.com,peraichi,50,B,peraichi; no_booking
心と体の不調や人間関係に悩む女性のカウンセリング/メンタルトレーニング/心理検査/各種セラピー,ヨガ,ホログラフィートーク のセラピストとして登,0106-8-120,support@mentalhealth-join.com,| からだを使ってこころを元気にする 神奈川県平塚市のカウンセリングルーム からだを使ってこころを元気にする 神奈川県平塚市のカウンセリングルーム ホーム 無料LINE講座 初めての方へ プロフィー,神奈川県,,https://mentalhealth-join.com/,mentalhealth-join.com,wordpress,50,B,wordpress; no_booking
ローズポートコーチング,不明,ミュージカルやラジオ の出演や,080-1310-1578,xxxxxx@example.com,-1578 LINE公式アカウント ページトップ コーチング セミナー コーチング例 皆様の声 講師,神奈川県,,https://www.roseport-session.com/,www.roseport-session.com,ameblo,50,B,ameblo; no_pricing
川崎港町校｜クーバー サッカー スクール,鍼灸,プロフィールを見る,070-5087-5200,kawasaki-minatocho@coerver.co.jp,-5200 電話での お問い合わせ メールでの お問い合わせ イベント 会費・クラス スクール ニュ,神奈川県,,https://coerver.co.jp/kawasaki-minatocho/,coerver.co.jp,wordpress,50,B,wordpress; no_booking
横浜市でヒーリングを受けるならサロンセピア,マッサージ,,090-5794-2383,,神奈川県横浜市旭区鶴ケ峰1-30-9サイニビル2F Tel. 090-5794-2383 お問い合わ,神奈川県,,https://salonseppia.net/,salonseppia.net,wordpress,50,B,wordpress; no_access
心と体のいやしサロンORISA～オリサ～,マッサージ,,02009170000,orisaorisa.kenkoubi@gmail.com,心と体のセラピーサロン｜川崎市高津区のヒーリングサロンならオリサ 心と体のいやしサロン ORISA～オリサ～ 「心と体の繋がり」・・・心と体のヒーリングで今ここに在り続ける私 ボディ・,川崎市,,https://orisaorisa.com/,orisaorisa.com,ameblo,50,B,ameblo; no_access
イベントの様子と参加者の声_コーチングサロン横浜,不明,,02212185113,,,,,https://jca-kanagawa.com/voice/salon/,jca-kanagawa.com,wordpress,50,B,wordpress; no_access
完全個室のレンタルサロン,不明,,09592582619,,神奈川県横浜市中区花咲町１丁目４６−１ ＧＳプラザ桜木町 ・JR京浜東北線(根岸線) 桜木町駅 南改,神奈川県,,https://rentalspace-bloom.com/,rentalspace-bloom.com,wordpress,50,B,wordpress; no_profile
ForR - レッドバロンからすべてのライダーへ,不明,服飾系デザイン事務所,,63116-featured-640x400@1.5x.jpg,から走り出した。 神奈川県内の首都高速は東京都心よりも入り組んでいて、いつまでたっても覚えられないが、グーグル先生の講義（案内）を聴きながら「みなとみらい」インターまで迷うことなく到達。無事、横浜市街,東京都,3:30〜15:00,https://for-r.jp/touring/17024.html,for-r.jp,wordpress,50,B,wordpress; no_booking
オーダースーツならK-51｜東京港区田町のサロンでこだわりのかっこいいオーダースーツを,ヘアサロン,,0394394951,,オーダースーツならK-51｜東京港区田町のサロンでこだわりのかっこいいオーダースーツを オーダースーツならK-51｜東京港区田町のサロンでこだわりのかっこいいオーダースーツを 接客中はお電話に,港区,,https://www.k51-varyborn.com/lp02/,www.k51-varyborn.com,wordpress,50,B,wordpress; no_access
coaching-search,不明,,0118105547,,,,,https://coaching-search.jp/coach_tag/神奈川対面コーチング/,coaching-search.jp,wordpress,50,B,wordpress; no_booking
Live-Rary - 「住む」こと、ぜんぶ。,不明,,08812694944,,"リア。総面積は2,530ヘクタールあり、東京都心から南西に約25キロメートル、横浜市の中心から北方に約10キロメートル進んだところに位置します。開発に伴い都筑区の人口は過去25年間で10万人も増加して",東京都,,https://www.housing-messe.com/yell/live-rary/archives/5107,www.housing-messe.com,wordpress,50,B,wordpress; no_pricing
mantendo-tokyo,マッサージ,,08011819936,wght@100..900,-9936 電話受付/10:00～22:00 24時間営業 Web予約ALL TIME OK ※ただ,,,https://mantendo-tokyo.com/yokohama/therapist.html?byage=30,mantendo-tokyo.com,note,50,B,note; no_access
大人気ハーバルピールを安心の公認スクールサロンで,エステ,代表的なお顔の肌の悩 み,00-8487-6366,info@anna-victoria.jp,,神奈川県,,https://www.herbalpeel-annavictoria.com/,www.herbalpeel-annavictoria.com,wix,50,B,wix; no_booking
プライバシーポリシー パーソナルジム・パーソナルトレーニングならドクタートレーニング,鍼灸,,,,TERM OF USE 店舗一覧 関東 東京都 恵比寿本店 中目黒店 自由が丘店 麻布十番店 目白店 学芸大学店 吉祥寺店 池袋店 銀座店 奥沢店 下北沢店 三軒茶屋店 代々木店 田園調布店 広尾店,東京都,,https://drtraining.jp/privacy-policy/,drtraining.jp,wordpress,40,B,wordpress
セラピールームTerra（テラ）,スピリチュアル,,045-316-0121,,でお願いします お電話には出られない場合がございます。できるだけフォームからのご連絡をお願いいたしま,神奈川県,,https://www.therapy-terra.com/,www.therapy-terra.com,ameblo,40,B,ameblo
横浜のカウンセリングサロンではストレス社会に生きる方のサポートをしております,不明,日本元ラグビー選手,090-1851-0407,,-0407 090-1851-0407 お問い合わせはこちら ホーム コンセプト サービス メニュー,神奈川県,,https://ideal-form.jp/service/,ideal-form.jp,ameblo,40,B,ameblo
wakuspo,鍼灸,,044-433-4540,info@wakuspo.com,神奈川県川崎市中原区木月２－１４－１－７０１ 電話：０４４－４３３－４５４０(１０時～２０時３０分),板橋区,,https://wakuspo.com/soccer/,wakuspo.com,ameblo,40,B,ameblo
city,不明,,07206811910,,/Root 213 0 R/Size 363/Type/XRef/W[1 3 1]>>stream,川崎市,,https://www.city.kawasaki.jp/170/cmsfiles/contents/0000054/54365/2014.3kawasakishi-hensen.pdf,www.city.kawasaki.jp,custom,40,B,no_pricing; no_booking; no_access; no_profile
toto-raku | ハイパーエナジーセラピー導入のプライベートサロン,エステ,,070-3841-5321,,-5321 About 自律神経を整えることで 不調に根本からアプローチ 「整えること」で、わたしを,神奈川県,,https://www.toto-raku.jp/,www.toto-raku.jp,wordpress,40,B,wordpress
gakusyucoach-one,鍼灸,本セミナーの講師であ る今西は,044-819-5401,gakusyucoach1@gmail.com,神奈川県川崎市中原区新丸子町736-1 戸川ビル2F 開校時間15:30〜22:00 資料請求 体験,神奈川県,,https://gakusyucoach-one.com/category/information/,gakusyucoach-one.com,peraichi,40,B,peraichi
vivalita,エステ,院長プロフィール,045-440-5577,,※緊急避妊は予約不要 診療時間 午前 10：00～13：00 午後 14：00～18：00 休診日,横浜市,,https://www.vivalita.com/cat-138/post_362.html,www.vivalita.com,peraichi,40,B,peraichi
takeichi,エステ,セラピスト,,,まのご要望に応じて、神奈川県の一部地域、東京都内の一部地域へ出張させていただきます。 出張の際は、レンタルサロンやホテルを利用させていただきます。 注意していただきたいのは、 風俗店ではないので性的な,東京都,,https://takeichi.hp.peraichi.com/,takeichi.hp.peraichi.com,peraichi,40,B,peraichi
Happy Decoration,マッサージ,,028-680-4628,,受付時間 11:00〜18:00(定休日 水曜日・日曜日) 余白(40px) 公式インスタグラム こ,,11:00〜18:00,https://happy-decoration.hp.peraichi.com/,happy-decoration.hp.peraichi.com,peraichi,40,B,peraichi
こころの相談室 SmileRoom,スピリチュアル,代表ご挨拶,090-5788-4585,cs.smileroom@gmail.com,-4585 mail： cs.smileroom@gmail.com お問い合わせ CONTACT,東京都,,https://www.smile-room.net/,www.smile-room.net,wix,40,B,wix
noel-co,不明,,044-281-3718,news-apply@noel-co.net,留守番電話にメッセージを。折り返しいたします ご予約 ホーム ご利用案内 【重要】悪天候時の対応につ,神奈川県,,https://noel-co.net/,noel-co.net,wordpress,40,B,wordpress
カウンセリングルームY 横浜,不明,,02503170854,counselingroom.y@gmail.com,カウンセリングルームY 横浜 | 横浜市に拠点を置くカウンセリングルームです。 ホーム カウンセリングについて カウンセラー お知らせ・お問い合わせ ホーム 2024.09.10 2025.12,横浜市,,https://counselingroom-y.com/,counselingroom-y.com,wordpress,40,B,wordpress
美容院・美容室・ヘアサロン｜TAYA,ヘアサロン,,045-985-8924,,045-985-8924 TAYA 青葉台東急スクエア店 サロン情報 スタッフ メニュー ヘアスタイ,東京都,10：00〜20：00,https://tayanet.jp/salon/0050/,tayanet.jp,note,40,B,note
熊本県の夫婦関係の悩みをカウンセリングで解決します。愛と性のひもとき屋,不明,代表,08225441011,merry.8008.sun@gmail.com,,,,https://himotoki-ya.com/,himotoki-ya.com,wordpress,40,B,wordpress
川崎・東京・横浜・死別・哀しみを抱えているあなたへ～グリーフケアCafe mama（あかり）,不明,,0225146303,grief.mama@gmail.com,āmā） その他 本活動は、令和7年度 川崎市社会福祉協議会福祉基金助成事業です（令和7年4月～令和8年3月） 見出し ここをクリックして表示したいテキストを入力してください。テキストは「右寄せ」「中,神奈川県,,https://griefcare-mama.hp.peraichi.com/,griefcare-mama.hp.peraichi.com,peraichi,40,B,peraichi
もみじメンタルクリニック,不明,まずは,0465-43-6853,,小田原市栄町1丁目14-9 NTビル エレベーターで３階 アクセス クリックしてGoogleMapを,,,https://momiji4122.com/カウンセリング,momiji4122.com,wordpress,40,B,wordpress
川崎 隠れ家サロン 腸セラピー 腸もみサロン,エステ,当サロンは,,xxxx@example.com,伝え致します 住所 〒２１０－０８４５ 神奈川県川崎市川崎区渡田山王町１８－１１ 美容室ソワドソワの別館 アクセス方法 川崎駅から 臨港バスにて10分 臨港バ 京町循環２８にて美容室ソワドソワ前にて下,神奈川県,,https://mahana-tiare.hp.peraichi.com/,mahana-tiare.hp.peraichi.com,peraichi,40,B,peraichi
heartfreespace,不明,,045-752-1733,,コンテンツに移動 ホーム 個人情報について 予約申込み プロフィール アクセス お問い合わせ サイト,横浜市,,https://www.heartfreespace.com/,www.heartfreespace.com,ameblo,40,B,ameblo
カウンセリングルーム でいご,不明,自我状態療法認定セラ ピスト,05645893063,,カウンセリングルーム でいご について 神奈川県川崎市の登戸駅から徒歩5分の場所にあり、オンラインでの心理療法もご提供しますカウンセリングルームです。（心理療法によっては対面のみの場合もあります） ご,神奈川県,,https://deigo-room.com/,deigo-room.com,wordpress,40,B,wordpress
横浜から1駅 川崎 エサレンボディワーク エサレンマッサージ PADMA,マッサージ,,00-8487-6366,info@padma-ha.com,by PADMA Healing Arts. All Rights Reserved bottom,神奈川県,,https://www.padma-aroma.com/esalen,www.padma-aroma.com,wix,40,B,wix
あおのウイメンズクリニック,不明,,045-862-4103,,里帰り出産 お問い合わせ Web予約 当院のご紹介 診療案内 妊婦健診 出産・分娩 入院案内 無痛分,神奈川県,9:00 - 12:00,https://aono-womens.clinic/,aono-womens.clinic,wordpress,40,B,wordpress
Happy Plus | 横浜イメコン×コーチング,不明,,02601180146,,"ーご予約 こちらのメニューは全て横浜市港北区のサロンにて対面で行います。 価格は税込です。 プレミアムトータル診断（4タイプカラー） 180min ¥28,000 16タイプカラープレミアム診断 18",北区,,https://happy-plus-style.com/menu/,happy-plus-style.com,wordpress,40,B,wordpress
カウンセリングルームほほえみ,不明,カウンセラーのプロフ ィールはこちら,0266-75-1012,hohoemi.room@gmail.com,,,10:00-21:00,https://hohoemi-room.org/,hohoemi-room.org,wordpress,40,B,wordpress
アンサンブル・オレンジ吹奏楽団,不明,,0273647172,ensemble.orange.wind@gmail.com,してください 2024年8月より川崎市・大田区で 新たに活動を始めた一般吹奏楽団。 アンサンブル・オレンジ吹奏楽団って どんな楽団？ ・オレンジ色のような温かい雰囲気で、 心も温まる音楽を目指して活動,大田区,,https://ensemble-orange-wind.hp.peraichi.com/,ensemble-orange-wind.hp.peraichi.com,peraichi,40,B,peraichi
小野 綾子 （くれたけ心理相談室 川崎支部）,不明,プロフィールを編集,0120-03-5905,u2613@gmail.com,神奈川県川崎市麻生区（オフィス） 【本社】〒465-0084 愛知県名古屋市名東区西里町1-10 呉,東京都,9:00-21:00,https://ayako.counseling1.jp/,ayako.counseling1.jp,wordpress,40,B,wordpress
negisi,不明,,045-311-9661,,横浜西口カウンセリングルーム： 045-311-9663 〒221-0835 神奈川県横浜市神奈川区,神奈川県,,https://www.negisi.com/counseling,www.negisi.com,wordpress,40,B,wordpress
happy2,エステ,セラピスト,07089073491,mailtoharemoademi1122@gmail.com,-3491 mail: haremoademi1122@gmail.com ※横浜市青葉区のプライベ,横浜市,10:00~20:00,https://happy2.hp.peraichi.com/,happy2.hp.peraichi.com,peraichi,40,B,peraichi
カウンセリング･催眠療法･フォーカシングの横浜心身健康センター,不明,カウンセラー プロフィール,09693347129,,神奈川県横浜市中区伊勢佐木町3-107 電話 045（252）3272 →詳しくは 地図・住所・面接,神奈川県,,https://cocorocarada.com/,cocorocarada.com,wordpress,40,B,wordpress
柿生ジュニアバドミントンクラブ,不明,,090-3215-4704,kaijima7@outlook.jp,王中小体育館 虹ヶ丘小体育館 1800-2100 900-1300 体力・ダブルス大会 1330-1,川崎市,,https://kakiojbc.hp.peraichi.com/,kakiojbc.hp.peraichi.com,peraichi,40,B,peraichi
認知行動療法カウンセリングセンター川崎店,不明,代表 岡村優希,075-606-2685,,神奈川県川崎市川崎区小川町11-7 グリタァ小川町403号室 Google Map 075-606-,神奈川県,,https://kawasaki.cbt-mental.co.jp/,kawasaki.cbt-mental.co.jp,note,40,B,note
en,マッサージ,,076-4753-8303,en.salon0321@gmail.com,,川崎市,,https://www.en0321.com/,www.en0321.com,wix,40,B,wix
AromaStone Rikko,スピリチュアル,,076-4753-8303,intl-segmenter@11.7.10,きほぐされる 贅沢な時間をお約束します 神奈川県川崎市にあるパーソナルサロンです アロマテラピーとストーンセラピーを融合させたオリジナルの施術です Rikkoでは、お客様にゆったりとした時間をお過ごし,神奈川県,,https://www.rikko-stone.jp/,www.rikko-stone.jp,wix,40,B,wix
holistic-cocoan,整体,イギリスで英国人講師 より学んだアロマセラ,0000144517,,﻿ 横浜市西区ホリスティックセラピーココアン | 自然療法をベースとしたホリスティックケアサロン&スクール妊活、産前産後ケア、更年期・婦人科系のお悩み・乳がん術後ケ,横浜市,,https://holistic-cocoan.com/,holistic-cocoan.com,wordpress,40,B,wordpress
びーんずネット,不明,,08246519533,,",600円（9,900円割引） ●場所：神奈川県川崎市 東急田園都市線「溝の口駅」、JR南武線「武蔵溝ノ口駅」近辺 （会場はお申し込み時に詳しくお知らせします） 【対面以外の個人セッション】 遠方の方",神奈川県,,https://beans-n.com/counseling2/,beans-n.com,thebase,40,B,thebase
rkwkh,不明,,080-0000-0000,junkoshoda3@gmail.com,ル 正田純子（しょうだじゅんこ） 東京都足立区在住。1969年生まれ。横浜市出身。子ども3人。 長女（1999年生まれ）次女（2001年生まれ）長男（2008年生まれ）の3人の母。心配とイライラな教育,足立区,,https://rkwkh.hp.peraichi.com/,rkwkh.hp.peraichi.com,peraichi,40,B,peraichi
www3,不明,,01906261029,Z@3.5,,,,https://www3.yspc.or.jp/ckfiles/files/aboutus/h30/30_houkoku.pdf,www3.yspc.or.jp,custom,40,B,no_pricing; no_booking; no_access; no_profile
the-kawasaki-spa,マッサージ,,044-223-7004,,営業時間：9時～24時 Copyright © THE KAWASAKI SPA. All Righ,神奈川県,,https://the-kawasaki-spa.com/,the-kawasaki-spa.com,ameblo,40,B,ameblo
yokohama,不明,,02801174072,R@w.yr,/Root 579 0 R/Size 601/Type/XRef/W[1 2 1]>>stream,,,https://yokohama.art.museum/static/file/about/annual_H29.pdf,yokohama.art.museum,custom,40,B,no_pricing; no_booking; no_access; no_profile
atelier-truehappiness,エステ,,09098018987,,-8987 JR川崎駅東口より徒歩5分 10:00～21:00 （最終予約受付時間19:00） 不定,神奈川県,,https://atelier-truehappiness.com/,atelier-truehappiness.com,wordpress,40,B,wordpress
hagukumi,不明,,045-504-6633,soudan@hagukumi.net,NPO法人 はぐくみ心理相談所 カウンセリング・心理療法および心理研修 あなたの心は大丈夫ですか？,神奈川県,,https://www.hagukumi.net/,www.hagukumi.net,ameblo,40,B,ameblo
横浜市青葉区カウンセリング＆セラピールーム 森のよう,不明,,0115464730,,24年1月1日 Copyright © 横浜市青葉区カウンセリング＆セラピールーム 森のよう All Rights Reserved. Powered by WordPress with Lightn,横浜市,,https://morinoyou.com/,morinoyou.com,wordpress,40,B,wordpress
関内・馬車道の歯医者・歯科なら｜関内馬車道みなとまち歯科,不明,,045-232-4550,,神奈川県横浜市中区弁天通3-47-2フロール横濱関内2階 アクセス 045-232-4550 Men,品川区,,https://minatomachi-dc.com/menu/direct-bonding,minatomachi-dc.com,wordpress,40,B,wordpress
